id,source,sender,subject,body,timestamp,category,priority_label,action_required,action_text,label_source,confidence,decision_path
sms_230,sms,JA-JioPay,(none),"Usage Alert! 50% of daily data used as on 08-Dec-24 11:43 ! Jio Number : 6304993823  Daily Data quota as per plan : 2 GB  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-08T11:43:26+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_231,sms,JA-JioPay,(none),"08-Dec-24 11:43 నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-08T11:43:28+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_232,sms,AD-AxisBk,(none),"INR 90.00 debited A/c no. XX4634 08-12-24, 12:50:12 UPI/P2A/527889108615/MANDALA GANESH Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-08T12:50:15+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_233,sms,VM-MCLBLZ,(none),"Dear User, Sunday deal! Catch 2kg Biozyme Performance Whey and 100g Creatine Combo @ Rs. 5149 + Free Shaker: http://u3.mnge.co/MCLBLZ/41BY39r -MuscleBlaze",2024-12-08T13:15:04+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_234,sms,JK-620016,(none),"Recharge today your Jio 6304993823 with Rs.3599 on Amazon Pay. Enjoy Unlimited 5G data + 2.5 GB/day high speed 4G data, Unlimited Voice for 365 Days. Avail 2% Cashback by using  Amazon Pay ICICI Credit Card! Additionally you can choose an EMI Option. T&CA. https://amazon.in/jiomay5",2024-12-08T13:17:11+00:00,promotion,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_235,sms,CP-AXISMR,(none),"Dear Customer, received funds in your account? Invest in Axis Bank FD and get up to 7.25% assured interest for 1 year+. Book now! https://Axbk.in/AXISMR/ApSFLnj8cyR T&C",2024-12-08T13:37:53+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_disagree,0.92,rule+llm_disagree
sms_236,sms,JA-JIOINF,(none),"ప్రియమైన Jio వినియోగదారునకు, మీరు ఇటీవల అపరిమిత JioTrue5G ను ఆస్వాదించారని మేము ఆశిస్తున్నాము. మీ ప్రస్తుత ప్లాన్ చెల్లుబాటు గడువు త్వరలో ముగుస్తుంది. అన్‌లిమిటెడ్ Jio True 5G ను ఉపయోగించడం కొనసాగించడానికి, మీరు 2 GB/రోజు లేదా అంతకంటే ఎక్కువ ప్లాన్‌తో రీఛార్జ్ చేశారని నిర్ధారించుకోండి. ఇప్పుడే రీఛార్జ్ చేయండి - www.jio.com/r/QD87Geh9N ప్రేమతో మీ Jio.",2024-12-08T16:33:31+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_237,sms,JA-JioPay,(none),"08-Dec-24 16:54 Hrs నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-08T16:54:40+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_238,sms,JA-JioPay,(none),"ATTENTION! 90% of daily data daily data used as on 08-Dec-24 17:33 ! Jio Number : 6304993823 Daily quota as per plan :2 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-08T17:34:34+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_239,sms,JA-JioPay,(none),"08-Dec-24 17:33 నాటికీ 90% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి. మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 2 GB డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-08T17:35:42+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_240,sms,JA-JIOINF,(none),"వ్యక్తిగత సమాచారాన్ని పంచుకోవాలని కోరే మోసపూరిత కాల్స్ / సందేశాల పట్ల జాగ్రత్త వహించండి. ఏ థర్డ్ పార్టీ యాప్ ను డౌన్ లోడ్ చేసుకోమని Jio మిమ్మల్ని అడగదు. ఎస్ఎంఎస్, కాల్ లేదా ఇమెయిల్ ద్వారా Jio పంపే ఏదైనా కమ్యూనికేషన్ Jio.com లేదా మైజియో యాప్ వెలుపల తెరుచుకునే లింక్లను క్లిక్ చేయమని మిమ్మల్ని అడగదు. ఏవైనా సందేహాలుంటే మైజియో యాప్ లోకి లాగిన్ అయి సంబంధిత సమాచారం కోసం వెతకాలని సిఫార్సు చేస్తున్నాం. అప్రమత్తంగా ఉండండి, సురక్షితంగా ఉండండి.",2024-12-08T18:32:32+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_241,sms,JD-620016,(none),"Recharge your Jio no 6304993823 with Rs.899  on PhonePe. Enjoy Unlimited 5G data + 2 GB/day & 20 GB extra high speed 4G data, Unlimited Voice for 90 Days. Also get Rs.400 Rewards from PhonePe each time on first 3 recharges by paying via UPI. T&CA. https://phon.pe/jiog",2024-12-08T19:47:03+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_disagree,0.92,rule+llm_disagree
sms_242,sms,JM-JioBal,(none),"Missed call to 1299 provides only Plan & balance details. Balance for Jio Number 6304993823:  1) Rs899_90D_2GB/D_20GB Plan:  Data: 0 MB out of 2.00 GB. Data quota renews on 09 Dec 2024, 12:35 AM. SMS: 100 out of 100/day Plan expiry: 11 Dec 2024, 08:43 PM 2) MRP 19 Plan:  Data: 0 MB out of 1.00 GB. Plan expiry: 11 Dec 2024, 08:43 PM 3) MRP 19 Plan:  Data: 0 MB out of 1.00 GB. Plan expiry: 11 Dec 2024, 08:43 PM  For more details, click https://www.jio.com/dl/dashboard_home  For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  http://tiny.jio.com/databalance",2024-12-08T20:39:09+00:00,notification,medium,0,Check data balance in carrier app; recharge if needed.,rule+llm_disagree,0.92,rule+llm_disagree
sms_243,sms,JG-JioPay,(none),"రూ. 19.0 యొక్క రీఛార్జ్ విజయవంతమైనది.   Jio నంబర్ : 6304993823. ఆఫర్ వివరాలు :  Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity లావాదేవీ ID: 10003974291536 ప్లాన్ వివరాలను కొరకు - https://www.jio.com/dl/my_plans మీ ఇటీవలి రీఛార్జ్ అనుభవాన్ని మాతో పంచుకోండి - https://www.jio.com/en-in/jio-rech-exp-survey-telugu?custid=10003974291536",2024-12-08T20:42:30+00:00,promotion,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_244,sms,JA-JIOPAY,(none),"ALERT! 100% of daily data exhausted as on 08-Dec-24 20:33 ! Jio Number : 6304993823  Daily quota as per plan : 2 GB Daily data quota will be restored on : 09-Dec-24 00:35 If you do not have other data plan then your internet speed will now be reduced to 64 Kbps. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-08T21:01:30+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_245,sms,JD-JioBal,(none),"Missed call to 1299 provides only Plan & balance details. Balance for Jio Number 6304993823:  1) Rs899_90D_2GB/D_20GB Plan:  Data: 0 MB out of 2.00 GB. Data quota renews on 09 Dec 2024, 12:35 AM. SMS: 100 out of 100/day Plan expiry: 11 Dec 2024, 08:43 PM 2) MRP 19 Plan:  Data: 1.00 GB out of 1.00 GB Plan expiry: 11 Dec 2024, 08:43 PM 3) MRP 19 Plan:  Data: 0 MB out of 1.00 GB. Plan expiry: 11 Dec 2024, 08:43 PM 4) MRP 19 Plan:  Data: 0 MB out of 1.00 GB. Plan expiry: 11 Dec 2024, 08:43 PM  For more details, click https://www.jio.com/dl/dashboard_home  For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  http://tiny.jio.com/databalance",2024-12-08T21:19:20+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_disagree,0.92,rule+llm_disagree
sms_246,sms,JZ-JioBal,(none),"Missed call to 1299 provides only Plan & balance details. Balance for Jio Number 6304993823:  1) Rs899_90D_2GB/D_20GB Plan:  Data: 1.86 GB out of 2.00 GB/day SMS: 100 out of 100/day Plan expiry: 11 Dec 2024, 08:43 PM 2) MRP 19 Plan:  Data: 838.42 MB out of 1.00 GB Plan expiry: 11 Dec 2024, 08:43 PM 3) MRP 19 Plan:  Data: 0 MB out of 1.00 GB. Plan expiry: 11 Dec 2024, 08:43 PM 4) MRP 19 Plan:  Data: 0 MB out of 1.00 GB. Plan expiry: 11 Dec 2024, 08:43 PM  For more details, click https://www.jio.com/dl/dashboard_home  For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  http://tiny.jio.com/databalance",2024-12-09T10:50:54+00:00,promotion,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_247,sms,JA-JIOINF,(none),మీ Jio నంబర్ 6304993823 యొక్క ప్లాన్ గడువు త్వరలోనే ముగియనున్నది. సేవలు నిలిపివేయకుండా ఉండటానికి వెంటనే రీఛార్జ్ చేయండి. రీఛార్జ్ చేయడానికి ఈ లింక్ www.jio.com/r/QEmkvaSzT క్లిక్ చేయండి. ఇతర ప్లాన్ వివరాలకు 1991 కు కాల్ చేయండి.,2024-12-09T10:52:32+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_248,sms,JA-TRAIND,(none),"TRAI never sends any message or makes any call, for verification/ disconnection/ reporting involvement in unlawful activities of mobile users/numbers. Beware of such fraudulent messages/calls in the name of TRAI. These messages/calls should be reported to the Department of Telecom Chakshu Platform at https://sancharsaathi.gov.in/sfc/",2024-12-09T10:59:21+00:00,notification,low,0,,rule+llm_agree,0.98,rule+llm_agree
sms_249,sms,JD-MCLBLZ,(none),"Dear User, Hurry up! Prices are dropping fast! Buy 2kg Biozyme Performance Range @ Rs. 4699 today. Shop now: u3.mnge.co/1MJlvvg -MuscleBlaze",2024-12-09T12:09:19+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_disagree,0.92,rule+llm_disagree
sms_250,sms,JD-620016,(none),"మీ Jio నంబర్ 6304993823 యొక్క ప్లాన్ గడువు త్వరలో ముగియనున్నది. Rs.3599 తో రీఛార్జ్ చేయండి, 365 రోజుల పాటు రోజుకు 2.5 GB డేటా, అన్‌లిమిటెడ్ 5G  మరియు అపరమితమైన కాల్స్ తో ఆనందించండి. రీఛార్జ్ చేయడానికి ఈ లింక్ www.jio.com/r/Aen2noRzE క్లిక్ చేయండి. T&C apply.",2024-12-09T13:01:24+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_disagree,0.92,rule+llm_disagree
sms_251,sms,JA-JioPay,(none),"Usage Alert! 50% of daily data used as on 09-Dec-24 13:39 ! Jio Number : 6304993823  Daily Data quota as per plan : 2 GB  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-09T13:39:51+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_252,sms,JA-JioPay,(none),"09-Dec-24 13:39 నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-09T13:39:53+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_253,sms,VM-AXISBK,(none),"INR 10.00 debited A/c no. XX4634 09-12-24, 14:04:18 UPI/P2M/432440472988/Harshhidhhi Pan Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-09T14:04:20+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_254,sms,JA-JioPay,(none),"09-Dec-24 15:29 Hrs నాటికి 50% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 2 GB మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, మరింత తెలుసుకోవడానికి, https://www.youtube.com/watch?v=9vrk7PJWlOo క్లిక్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి",2024-12-09T15:29:23+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_255,sms,JX-620016,(none),"Recharge today your Jio 6304993823 with Rs.3599 on PhonePe app. Enjoy Unlimited 5G data + 2.5 GB/day high speed 4G data, Unlimited Voice for 365 Days. Also get upto Rs.500 Rewards from PhonePe by paying via UPI. T&CA. https://phon.pe/jioj",2024-12-09T15:39:20+00:00,transaction,high,1,Verify transaction details and report if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_256,sms,JA-JioPay,(none),"ATTENTION! 90% of daily data daily data used as on 09-Dec-24 15:39 ! Jio Number : 6304993823 Daily quota as per plan :2 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-09T15:39:23+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_257,sms,JA-JioPay,(none),"09-Dec-24 15:39 నాటికీ 90% రోజువారీ డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి. మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 2 GB డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-09T15:39:24+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_258,sms,JA-JIOPAY,(none),"ALERT! 100% of daily data exhausted as on 09-Dec-24 15:50 ! Jio Number : 6304993823  Daily quota as per plan : 2 GB Daily data quota will be restored on : 10-Dec-24 00:35 If you do not have other data plan then your internet speed will now be reduced to 64 Kbps. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-09T15:50:10+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_259,sms,JA-JIOPAY,(none),"09-Dec-24 15:50 నాటికి 100% రోజువారీ 2 GB డేటా కోటా అయిపోయింది. జియో నంబరు: 6304993823 రోజువారీ హై స్పీడ్ డేటా కోటా 10-Dec-24 00:35 గంటలకు పునరుద్ధరించబడుతుంది. మీరు మీ డేటా కోటాను ఎక్కడ వినియోగించారో తెలుసుకోవడానికి, ఈ లింకు http://tiny1.jio.com/HelpfulTips ను క్లిక్ చేయండి.",2024-12-09T15:50:10+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_260,sms,JA-JioPay,(none),"Usage Alert! 50% of available data used as on 09-Dec-24 17:17 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB  Balance Data quota : 410.91 MB Plan Name : MRP 19  Validity : 11-Dec-24 20:43  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-09T17:17:55+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_261,sms,JA-JioPay,(none),"09-Dec-24 17:17 నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 410.91 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-09T17:17:56+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_262,sms,VM-SBIUPI,(none),"Dear SBI User, your A/c X6996-credited by Rs.1000 on 09Dec24 transfer from BOGGARAPU  REVANTH Ref No 471080104944 -SBI",2024-12-09T20:59:42+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_263,sms,JA-JioPay,(none),"09-Dec-24 22:10 Hrs నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 102.8 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 Hrs గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-09T22:10:56+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_264,sms,JA-JioPay,(none),"రూ. 19.0 యొక్క రీఛార్జ్ విజయవంతమైనది.   Jio నంబర్ : 6304993823. ఆఫర్ వివరాలు :  Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity లావాదేవీ ID: 173376319394247428681 ప్లాన్ వివరాలను కొరకు - https://www.jio.com/dl/my_plans మీ ఇటీవలి రీఛార్జ్ అనుభవాన్ని మాతో పంచుకోండి - https://www.jio.com/en-in/jio-rech-exp-survey-telugu?custid=173376319394247428681",2024-12-09T22:23:28+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_265,sms,JA-JioPay,(none),"09-Dec-24 22:14 నాటికి 90% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు: 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి బ్యాలెన్స్ డేటా: 51.37 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ : 11-Dec-24 20:43  మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 100% డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-09T22:40:53+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_266,sms,JA-JioPay,(none),"ALERT! 100% of available Data exhausted as on 09-Dec-24 22:17 ! Jio Number : 6304993823  Plan Name : MRP 19  If you do not have other data plan then your internet speed will now be reduced. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",2024-12-09T22:47:01+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_267,sms,JA-JioPay,(none),"09-Dec-24 22:17 నాటికి 100% డేటా కోటా అయిపోయింది. జియో నంబరు: 6304993823 ప్లాన్ పేరు: MRP 19 బకెట్ పేరు: Data మీకు ఇతర యాక్టివ్ రీఛార్జ్ ప్లాన్ లేదా 4G డేటా వోచర్ లేకపోతే ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-09T22:47:21+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_268,sms,AD-AXISBK,(none),"INR 20.00 debited A/c no. XX4634 09-12-24, 22:24:13 UPI/P2A/539460042066/VASAM  SIDDHARTHA Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-09T23:01:59+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_269,sms,AD-AxisBk,(none),"INR 2000.00 debited A/c no. XX4634 09-12-24, 22:24:23 UPI/P2A/617805017989/SHENIGARAPU  RAVI T Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-09T23:02:05+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
sms_270,sms,JA-JioPay,(none),"Usage Alert! 50% of available data used as on 10-Dec-24 00:20 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB  Balance Data quota : 294.95 MB Plan Name : MRP 19  Validity : 11-Dec-24 20:43  For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-10T00:29:07+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_271,sms,JA-JioPay,(none),"10-Dec-24 00:20 నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 294.95 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-10T00:30:37+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_272,sms,JA-JioPay,(none),"10-Dec-24 00:31 Hrs నాటికి 50% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు : 6304993823 బ్యాలెన్స్ డేటా: 147.5 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ: 11-Dec-24 20:43 Hrs గంటలు మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి మై జియో యాప్ తో మీ అకౌంట్ ను మేనేజ్ చేయడానికి, www.jio.com/GetMyJio క్లిక్ చేయండి",2024-12-10T00:31:48+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_273,sms,JA-JioPay,(none),"ATTENTION! 90% of available data used as on 10-Dec-24 00:49 ! Jio Number : 6304993823 Total Data quota as per plan : 1 GB Balance Data quota : 73.75 MB Plan Name : MRP 19 Plan Validity : 11-Dec-24 20:43 If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/recharge_wbooster For data saving tips, watch this video : https://youtu.be/ZFUDydctV78",2024-12-10T00:49:48+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_274,sms,JA-JioPay,(none),"10-Dec-24 00:49 నాటికి 90% డేటా కోటా ఉపయోగించబడింది. జియో నంబరు: 6304993823 మీ డేటా కోటాను మరింత సమర్థవంతంగా ఎలా మేనేజ్ చేయాలో చిట్కాల కోసం, https://youtu.be/3O77Akb1xds క్లిక్ చేయండి బ్యాలెన్స్ డేటా: 73.75 MB ప్లాన్ ప్రకారం మొత్తం డేటా కోటా: 1 GB ప్లాన్ పేరు: MRP 19 వ్యాలిడిటీ : 11-Dec-24 20:43  మీకు ఇతర డేటా ప్లాన్ లేకపోతే, 100% డేటా కోటా వినియోగించిన తరువాత మీ ఇంటర్నెట్ స్పీడ్ తగ్గుతుంది. హై స్పీడ్ ఇంటర్నెట్‌ను కొనసాగించడానికి, https://www.jio.com/dl/data_voucher క్లిక్ చేసి రీఛార్జ్ చేయండి. మీ ప్రస్తుత బ్యాలెన్స్, వ్యాలిడిటీ, ప్లాను వివరాలు మరియు ఉత్తేజకరమైన రీఛార్జ్ ప్లాన్ల కోసం 1991 డయల్ చేయండి.",2024-12-10T00:49:51+00:00,notification,low,0,,rule+llm_disagree,0.92,rule+llm_disagree
sms_275,sms,AX-AXISBK,(none),"INR 100.00 debited A/c no. XX4634 10-12-24, 09:54:49 UPI/P2A/133352684114/VASAM  SIDDHARTHA Not you? SMS BLOCKUPI Cust ID to 919951860002 Axis Bank",2024-12-10T09:54:50+00:00,transaction,high,1,Verify transaction; SMS BLOCKUPI if unauthorised.,rule+llm_agree,0.98,rule+llm_agree
